,fields_input
1971,pij_lndu_forests_mangroves_to_forests_secondary
1972,pij_lndu_forests_mangroves_to_grasslands
1973,pij_lndu_forests_mangroves_to_other
1974,pij_lndu_forests_mangroves_to_settlements
1975,pij_lndu_forests_mangroves_to_wetlands
1976,pij_lndu_forests_primary_to_croplands
1977,pij_lndu_forests_primary_to_forests_mangroves
1978,pij_lndu_forests_primary_to_forests_primary
1979,pij_lndu_forests_primary_to_forests_secondary
1980,pij_lndu_forests_primary_to_grasslands
1981,pij_lndu_forests_primary_to_other
1982,pij_lndu_forests_primary_to_settlements
1983,pij_lndu_forests_primary_to_wetlands
1984,pij_lndu_forests_secondary_to_croplands
1985,pij_lndu_forests_secondary_to_forests_mangroves
1986,pij_lndu_forests_secondary_to_forests_primary
1987,pij_lndu_forests_secondary_to_forests_secondary
1988,pij_lndu_forests_secondary_to_grasslands
1989,pij_lndu_forests_secondary_to_other
1990,pij_lndu_forests_secondary_to_settlements
1991,pij_lndu_forests_secondary_to_wetlands
1992,pij_lndu_grasslands_to_croplands
1993,pij_lndu_grasslands_to_forests_mangroves
1994,pij_lndu_grasslands_to_forests_primary
1995,pij_lndu_grasslands_to_forests_secondary
1996,pij_lndu_grasslands_to_grasslands
1997,pij_lndu_grasslands_to_other
1998,pij_lndu_grasslands_to_settlements
1999,pij_lndu_grasslands_to_wetlands
2000,pij_lndu_other_to_croplands
2001,pij_lndu_other_to_forests_mangroves
2002,pij_lndu_other_to_forests_primary
2003,pij_lndu_other_to_forests_secondary
2004,pij_lndu_other_to_grasslands
2005,pij_lndu_other_to_other
2006,pij_lndu_other_to_settlements
2007,pij_lndu_other_to_wetlands
2008,pij_lndu_settlements_to_croplands
2009,pij_lndu_settlements_to_forests_mangroves
2010,pij_lndu_settlements_to_forests_primary
2011,pij_lndu_settlements_to_forests_secondary
2012,pij_lndu_settlements_to_grasslands
2013,pij_lndu_settlements_to_other
2014,pij_lndu_settlements_to_settlements
2015,pij_lndu_settlements_to_wetlands
2016,pij_lndu_wetlands_to_croplands
2017,pij_lndu_wetlands_to_forests_mangroves
2018,pij_lndu_wetlands_to_forests_primary
2019,pij_lndu_wetlands_to_forests_secondary
2020,pij_lndu_wetlands_to_grasslands
2021,pij_lndu_wetlands_to_other
2022,pij_lndu_wetlands_to_settlements
2023,pij_lndu_wetlands_to_wetlands
2024,pop_lvst_initial_buffalo
2025,pop_lvst_initial_cattle_dairy
2026,pop_lvst_initial_cattle_nondairy
2027,pop_lvst_initial_chickens
2028,pop_lvst_initial_goats
2029,pop_lvst_initial_horses
2030,pop_lvst_initial_mules
2031,pop_lvst_initial_pigs
2032,pop_lvst_initial_sheep
2033,population_gnrl_rural
2034,population_gnrl_urban
2035,prodinit_ippu_cement_tonne
2036,prodinit_ippu_chemicals_tonne
2037,prodinit_ippu_electronics_tonne
2038,prodinit_ippu_glass_tonne
2039,prodinit_ippu_lime_and_carbonite_tonne
2040,prodinit_ippu_metals_tonne
2041,prodinit_ippu_mining_tonne
2042,prodinit_ippu_paper_tonne
2043,prodinit_ippu_plastic_tonne
2044,prodinit_ippu_recycled_glass_tonne
2045,prodinit_ippu_recycled_metals_tonne
2046,prodinit_ippu_recycled_paper_tonne
2047,prodinit_ippu_recycled_plastic_tonne
2048,prodinit_ippu_recycled_rubber_and_leather_tonne
2049,prodinit_ippu_recycled_textiles_tonne
2050,prodinit_ippu_rubber_and_leather_tonne
2051,prodinit_ippu_textiles_tonne
2052,prodinit_ippu_wood_tonne
2053,qty_ccsq_mt_co2_captured_sequestered_by_direct_air_capture
2054,qty_frst_biomass_consumed_by_fire_temperate_mangroves_tonne_per_ha
2055,qty_frst_biomass_consumed_by_fire_temperate_primary_tonne_per_ha
2056,qty_frst_biomass_consumed_by_fire_temperate_secondary_tonne_per_ha
2057,qty_frst_biomass_consumed_by_fire_tropical_mangroves_tonne_per_ha
2058,qty_frst_biomass_consumed_by_fire_tropical_primary_tonne_per_ha
2059,qty_frst_biomass_consumed_by_fire_tropical_secondary_tonne_per_ha
2060,qty_ippu_cement_tonne_cod_per_m3_ww
2061,qty_ippu_chemicals_tonne_cod_per_m3_ww
2062,qty_ippu_electronics_tonne_cod_per_m3_ww
2063,qty_ippu_glass_tonne_cod_per_m3_ww
2064,qty_ippu_lime_and_carbonite_tonne_cod_per_m3_ww
2065,qty_ippu_metals_tonne_cod_per_m3_ww
2066,qty_ippu_paper_tonne_cod_per_m3_ww
2067,qty_ippu_plastic_tonne_cod_per_m3_ww
2068,qty_ippu_recycled_metals_tonne_cod_per_m3_ww
2069,qty_ippu_recycled_paper_tonne_cod_per_m3_ww
2070,qty_ippu_recycled_plastic_tonne_cod_per_m3_ww
2071,qty_ippu_recycled_rubber_and_leather_tonne_cod_per_m3_ww
2072,qty_ippu_recycled_textiles_tonne_cod_per_m3_ww
2073,qty_ippu_rubber_and_leather_tonne_cod_per_m3_ww
2074,qty_ippu_textiles_tonne_cod_per_m3_ww
2075,qty_ippu_wood_tonne_cod_per_m3_ww
2076,qty_lsmm_nitrogen_in_bedding_kg_per_head_deep_bedding
2077,qty_lsmm_nitrogen_in_bedding_kg_per_head_storage_solid
2078,qty_lvst_daily_dry_matter_consumed_buffalo_kg
2079,qty_lvst_daily_dry_matter_consumed_cattle_dairy_kg
2080,qty_lvst_daily_dry_matter_consumed_cattle_nondairy_kg
2081,qty_lvst_daily_dry_matter_consumed_chickens_kg
2082,qty_lvst_daily_dry_matter_consumed_goats_kg
2083,qty_lvst_daily_dry_matter_consumed_horses_kg
2084,qty_lvst_daily_dry_matter_consumed_mules_kg
2085,qty_lvst_daily_dry_matter_consumed_pigs_kg
2086,qty_lvst_daily_dry_matter_consumed_sheep_kg
2087,qty_protein_per_capita_kg
2088,qty_soil_organic_c_stock_dry_climate_tonne_per_ha
2089,qty_soil_organic_c_stock_temperate_crop_grass_tonne_per_ha
2090,qty_soil_organic_c_stock_temperate_forest_nutrient_poor_tonne_per_ha
2091,qty_soil_organic_c_stock_temperate_forest_nutrient_rich_tonne_per_ha
2092,qty_soil_organic_c_stock_tropical_crop_grass_tonne_per_ha
2093,qty_soil_organic_c_stock_tropical_forest_tonne_per_ha
2094,qty_soil_organic_c_stock_wet_climate_tonne_per_ha
2095,qty_wali_m3_ww_domestic_rural_per_capita
2096,qty_wali_m3_ww_domestic_urban_per_capita
2097,qty_wali_m3_ww_industrial_per_gdp
2098,qty_waso_annual_waste_collected_tonne_per_vehicle
2099,qty_waso_industrial_waste_kt_per_mmm_gdp
2100,qty_waso_initial_municipal_waste_tonne_per_capita
2101,qtyinit_soil_liming_dolomite_applied_to_soils_kt
2102,qtyinit_soil_liming_limestone_applied_to_soils_kt
2103,qtyinit_soil_synthetic_fertilizer_kt
2104,ratio_agrc_above_ground_residue_to_yield_cereals
2105,ratio_agrc_above_ground_residue_to_yield_other_annual
2106,ratio_agrc_above_ground_residue_to_yield_pulses
2107,ratio_agrc_above_ground_residue_to_yield_rice
2108,ratio_agrc_above_ground_residue_to_yield_tubers
2109,ratio_agrc_below_ground_to_above_ground_biomass_cereals
2110,ratio_agrc_below_ground_to_above_ground_biomass_other_annual
2111,ratio_agrc_below_ground_to_above_ground_biomass_pulses
2112,ratio_agrc_below_ground_to_above_ground_biomass_rice
2113,ratio_agrc_below_ground_to_above_ground_biomass_tubers
2114,ratio_ippu_production_to_harvested_wood_demand_paper
2115,ratio_ippu_production_to_harvested_wood_demand_wood
2116,ratio_lsmm_n2_to_n2o
2117,ratio_soil_organic_matter_c_to_n
2118,regressionb_agrc_above_ground_residue_cereals_kg_per_ha
2119,regressionb_agrc_above_ground_residue_other_annual_kg_per_ha
2120,regressionb_agrc_above_ground_residue_pulses_kg_per_ha
2121,regressionb_agrc_above_ground_residue_rice_kg_per_ha
2122,regressionb_agrc_above_ground_residue_tubers_kg_per_ha
2123,regressionm_agrc_above_ground_residue_cereals_kg_per_ha
2124,regressionm_agrc_above_ground_residue_other_annual_kg_per_ha
2125,regressionm_agrc_above_ground_residue_pulses_kg_per_ha
2126,regressionm_agrc_above_ground_residue_rice_kg_per_ha
2127,regressionm_agrc_above_ground_residue_tubers_kg_per_ha
2128,scalar_inen_energy_demand_cement
2129,scalar_inen_energy_demand_chemicals
2130,scalar_inen_energy_demand_electronics
2131,scalar_inen_energy_demand_glass
2132,scalar_inen_energy_demand_lime_and_carbonite
2133,scalar_inen_energy_demand_metals
2134,scalar_inen_energy_demand_mining
2135,scalar_inen_energy_demand_other_product_manufacturing
2136,scalar_inen_energy_demand_paper
2137,scalar_inen_energy_demand_plastic
2138,scalar_inen_energy_demand_recycled_glass
2139,scalar_inen_energy_demand_recycled_metals
2140,scalar_inen_energy_demand_recycled_paper
2141,scalar_inen_energy_demand_recycled_plastic
2142,scalar_inen_energy_demand_recycled_rubber_and_leather
2143,scalar_inen_energy_demand_recycled_textiles
2144,scalar_inen_energy_demand_recycled_wood
2145,scalar_inen_energy_demand_rubber_and_leather
2146,scalar_inen_energy_demand_textiles
2147,scalar_inen_energy_demand_wood
2148,scalar_lndu_vegetarian_dietary_exchange
2149,scalar_lvst_carrying_capacity
2150,scalar_scoe_appliance_energy_demand_commercial_municipal
2151,scalar_scoe_appliance_energy_demand_other_se
2152,scalar_scoe_appliance_energy_demand_residential
2153,scalar_scoe_heat_energy_demand_commercial_municipal
2154,scalar_scoe_heat_energy_demand_other_se
2155,scalar_scoe_heat_energy_demand_residential
2156,timespan_ippu_average_lifetime_of_housing
2157,useinit_ippu_product_use_lubricants_kt
2158,useinit_ippu_product_use_paraffin_wax_kt
2159,vkmt_per_vehicle_waso
2160,vol_ippu_cement_m3_ww_per_tonne_production
2161,vol_ippu_chemicals_m3_ww_per_tonne_production
2162,vol_ippu_electronics_m3_ww_per_tonne_production
2163,vol_ippu_glass_m3_ww_per_tonne_production
2164,vol_ippu_lime_and_carbonite_m3_ww_per_tonne_production
2165,vol_ippu_metals_m3_ww_per_tonne_production
2166,vol_ippu_paper_m3_ww_per_tonne_production
2167,vol_ippu_plastic_m3_ww_per_tonne_production
2168,vol_ippu_recycled_glass_m3_ww_per_tonne_production
2169,vol_ippu_recycled_metals_m3_ww_per_tonne_production
2170,vol_ippu_recycled_paper_m3_ww_per_tonne_production
2171,vol_ippu_recycled_plastic_m3_ww_per_tonne_production
2172,vol_ippu_recycled_rubber_and_leather_m3_ww_per_tonne_production
2173,vol_ippu_recycled_textiles_m3_ww_per_tonne_production
2174,vol_ippu_rubber_and_leather_m3_ww_per_tonne_production
2175,vol_ippu_textiles_m3_ww_per_tonne_production
2176,vol_ippu_wood_m3_ww_per_tonne_production
2177,yf_agrc_bevs_and_spices_tonne_ha
2178,yf_agrc_cereals_tonne_ha
2179,yf_agrc_fibers_tonne_ha
2180,yf_agrc_fruits_tonne_ha
2181,yf_agrc_herbs_and_other_perennial_crops_tonne_ha
2182,yf_agrc_nuts_tonne_ha
2183,yf_agrc_other_annual_tonne_ha
2184,yf_agrc_other_woody_perennial_tonne_ha
2185,yf_agrc_pulses_tonne_ha
2186,yf_agrc_rice_tonne_ha
2187,yf_agrc_sugar_cane_tonne_ha
2188,yf_agrc_tubers_tonne_ha
2189,yf_agrc_vegetables_and_vines_tonne_ha
